Sequence Number,Time (seconds),Temperature (°C)
4885,40:42:30,24.125
4886,40:43:00,24.0625
4887,40:43:30,24.0625
4888,40:44:00,24.0
4889,40:44:30,24.9375
4890,40:45:00,26.25
4891,40:45:30,26.4375
4892,40:46:00,31.5
4893,40:46:30,34.5
4894,40:47:00,35.75
4895,40:47:30,36.3125
4896,40:48:00,36.75
4897,40:48:30,37.0
4898,40:49:00,37.0625
4899,40:49:30,37.125
4900,40:50:00,37.25
4901,40:50:30,37.375
4902,40:51:00,37.375
4903,40:51:30,37.4375
4904,40:52:00,37.375
4905,40:52:30,37.4375
4906,40:53:00,37.375
4907,40:53:30,37.4375
4908,40:54:00,37.5
4909,40:54:30,37.5
4910,40:55:00,37.5
4911,40:55:30,37.5
4912,40:56:00,37.4375
4913,40:56:30,37.4375
4914,40:57:00,37.5
4915,40:57:30,37.0625
4916,40:58:00,36.875
4917,40:58:30,36.8125
4918,40:59:00,36.6875
4919,40:59:30,36.625
4920,41:00:00,36.5625
4921,41:00:30,36.4375
4922,41:01:00,36.375
4923,41:01:30,36.25
4924,41:02:00,36.1875
4925,41:02:30,36.0625
4926,41:03:00,36.0
4927,41:03:30,35.9375
4928,41:04:00,35.8125
4929,41:04:30,35.875
4930,41:05:00,38.0625
4931,41:05:30,31.0625
4932,41:06:00,27.125
4933,41:06:30,27.375
4934,41:07:00,26.9375
4935,41:07:30,27.6875
4936,41:08:00,32.3125
4937,41:08:30,34.3125
4938,41:09:00,35.125
4939,41:09:30,35.5625
4940,41:10:00,35.8125
4941,41:10:30,35.875
4942,41:11:00,35.875
4943,41:11:30,36.0
4944,41:12:00,36.0625
4945,41:12:30,36.0625
4946,41:13:00,36.125
4947,41:13:30,36.0625
4948,41:14:00,36.125
4949,41:14:30,36.125
4950,41:15:00,36.1875
4951,41:15:30,36.1875
4952,41:16:00,36.25
4953,41:16:30,36.25
4954,41:17:00,36.25
4955,41:17:30,36.1875
4956,41:18:00,36.25
4957,41:18:30,36.25
4958,41:19:00,36.3125
4959,41:19:30,36.3125
4960,41:20:00,36.25
4961,41:20:30,36.3125
4962,41:21:00,36.3125
4963,41:21:30,36.0
4964,41:22:00,35.8125
4965,41:22:30,35.8125
4966,41:23:00,35.8125
4967,41:23:30,35.75
4968,41:24:00,35.75
4969,41:24:30,35.75
4970,41:25:00,35.75
4971,41:25:30,35.8125
4972,41:26:00,35.6875
4973,41:26:30,35.75
4974,41:27:00,35.75
4975,41:27:30,35.875
4976,41:28:00,35.875
4977,41:28:30,35.875
4978,41:29:00,35.8125
4979,41:29:30,35.8125
4980,41:30:00,35.75
4981,41:30:30,35.8125
4982,41:31:00,35.875
4983,41:31:30,35.8125
4984,41:32:00,35.875
4985,41:32:30,35.8125
4986,41:33:00,35.8125
4987,41:33:30,35.75
4988,41:34:00,35.75
4989,41:34:30,35.8125
4990,41:35:00,35.8125
4991,41:35:30,35.875
4992,41:36:00,35.875
4993,41:36:30,35.875
4994,41:37:00,35.875
4995,41:37:30,35.8125
4996,41:38:00,35.8125
4997,41:38:30,35.8125
4998,41:39:00,35.8125
4999,41:39:30,35.8125
5000,41:40:00,35.8125
5001,41:40:30,35.8125
5002,41:41:00,35.8125
5003,41:41:30,35.875
5004,41:42:00,35.8125
5005,41:42:30,35.875
5006,41:43:00,35.875
5007,41:43:30,35.875
5008,41:44:00,35.8125
5009,41:44:30,35.8125
5010,41:45:00,35.8125
5011,41:45:30,35.875
5012,41:46:00,35.8125
5013,41:46:30,35.8125
5014,41:47:00,35.8125
5015,41:47:30,35.8125
5016,41:48:00,35.8125
5017,41:48:30,35.75
5018,41:49:00,35.875
5019,41:49:30,35.8125
5020,41:50:00,35.875
5021,41:50:30,35.875
5022,41:51:00,35.9375
5023,41:51:30,35.875
5024,41:52:00,35.8125
5025,41:52:30,35.8125
5026,41:53:00,35.75
5027,41:53:30,35.8125
5028,41:54:00,35.8125
5029,41:54:30,35.75
5030,41:55:00,35.8125
5031,41:55:30,35.875
5032,41:56:00,35.875
5033,41:56:30,35.875
5034,41:57:00,35.875
5035,41:57:30,35.875
5036,41:58:00,35.8125
5037,41:58:30,35.8125
5038,41:59:00,35.75
5039,41:59:30,35.8125
5040,42:00:00,35.875
5041,42:00:30,35.875
5042,42:01:00,35.875
5043,42:01:30,35.9375
5044,42:02:00,35.8125
5045,42:02:30,35.875
5046,42:03:00,35.875
5047,42:03:30,35.875
5048,42:04:00,35.875
5049,42:04:30,36.125
5050,42:05:00,36.25
5051,42:05:30,36.3125
5052,42:06:00,36.375
5053,42:06:30,36.375
5054,42:07:00,36.4375
5055,42:07:30,36.375
5056,42:08:00,36.375
5057,42:08:30,36.375
5058,42:09:00,36.375
5059,42:09:30,36.3125
5060,42:10:00,36.3125
5061,42:10:30,36.3125
5062,42:11:00,36.3125
5063,42:11:30,36.3125
5064,42:12:00,36.3125
5065,42:12:30,36.4375
5066,42:13:00,36.1875
5067,42:13:30,36.0
5068,42:14:00,35.875
5069,42:14:30,35.875
5070,42:15:00,35.875
5071,42:15:30,35.25
5072,42:16:00,30.75
5073,42:16:30,28.75
5074,42:17:00,27.9375
5075,42:17:30,27.5625
5076,42:18:00,27.375
5077,42:18:30,27.3125
5078,42:19:00,27.25
5079,42:19:30,27.125
5080,42:20:00,27.125
5081,42:20:30,27.0625
5082,42:21:00,27.125
5083,42:21:30,27.0625
5084,42:22:00,27.0
5085,42:22:30,27.0625
5086,42:23:00,27.0
5087,42:23:30,27.0
5088,42:24:00,27.0
5089,42:24:30,26.9375
5090,42:25:00,26.9375
5091,42:25:30,26.9375
5092,42:26:00,26.9375
5093,42:26:30,26.9375
5094,42:27:00,26.9375
5095,42:27:30,26.9375
5096,42:28:00,26.875
5097,42:28:30,26.875
5098,42:29:00,26.8125
5099,42:29:30,26.875
5100,42:30:00,26.8125
5101,42:30:30,26.8125
5102,42:31:00,26.8125
5103,42:31:30,26.75
5104,42:32:00,26.75
5105,42:32:30,26.75
5106,42:33:00,26.75
5107,42:33:30,26.75
5108,42:34:00,26.75
5109,42:34:30,26.75
5110,42:35:00,26.6875
5111,42:35:30,26.6875
5112,42:36:00,26.6875
5113,42:36:30,26.625
5114,42:37:00,26.625
5115,42:37:30,26.625
5116,42:38:00,26.6875
5117,42:38:30,26.625
5118,42:39:00,26.625
5120,42:40:00,26.625
5121,42:40:30,26.5625
5122,42:41:00,26.5625
5123,42:41:30,26.5625
5124,42:42:00,26.5625
5125,42:42:30,26.5625
5126,42:43:00,26.5
5127,42:43:30,26.5
5128,42:44:00,26.5
5129,42:44:30,26.5
5130,42:45:00,26.4375
5131,42:45:30,26.4375
5132,42:46:00,26.5
5133,42:46:30,26.375
5134,42:47:00,26.4375
5135,42:47:30,26.4375
5136,42:48:00,26.375
5137,42:48:30,26.4375
5138,42:49:00,26.375
5139,42:49:30,26.375
5140,42:50:00,26.375
5141,42:50:30,26.3125
5142,42:51:00,26.3125
5143,42:51:30,26.3125
5144,42:52:00,26.3125
5145,42:52:30,26.3125
5146,42:53:00,26.3125
5147,42:53:30,26.25
5148,42:54:00,26.25
5149,42:54:30,26.25
5150,42:55:00,26.25
5151,42:55:30,26.25
5152,42:56:00,26.1875
5153,42:56:30,26.1875
5154,42:57:00,26.1875
5155,42:57:30,26.1875
5156,42:58:00,26.1875
5157,42:58:30,26.1875
5158,42:59:00,26.125
5159,42:59:30,26.125
5160,43:00:00,26.1875
5161,43:00:30,26.125
5162,43:01:00,26.1875
5163,43:01:30,26.125
5164,43:02:00,26.125
5165,43:02:30,26.0625
5166,43:03:00,26.0625
5167,43:03:30,26.125
5168,43:04:00,26.0625
5169,43:04:30,26.0625
5170,43:05:00,26.0625
5171,43:05:30,26.0625
5172,43:06:00,26.0
5173,43:06:30,26.0625
5174,43:07:00,26.0
5175,43:07:30,26.0
5176,43:08:00,26.0
5177,43:08:30,25.9375
5178,43:09:00,26.0
5179,43:09:30,26.0
5180,43:10:00,25.9375
5181,43:10:30,25.9375
5182,43:11:00,25.9375
5183,43:11:30,25.875
5184,43:12:00,25.9375
5185,43:12:30,25.875
5186,43:13:00,25.875
5187,43:13:30,25.875
5188,43:14:00,25.875
5189,43:14:30,25.875
5190,43:15:00,25.8125
5191,43:15:30,25.875
5192,43:16:00,25.875
5193,43:16:30,25.875
5194,43:17:00,25.875
5195,43:17:30,25.875
5196,43:18:00,25.8125
5197,43:18:30,25.8125
5198,43:19:00,25.8125
5199,43:19:30,25.8125
5200,43:20:00,25.8125
5201,43:20:30,25.8125
5202,43:21:00,25.8125
5203,43:21:30,25.75
5204,43:22:00,25.75
5205,43:22:30,25.75
5206,43:23:00,25.75
5207,43:23:30,25.75
5208,43:24:00,25.75
5209,43:24:30,25.6875
5210,43:25:00,25.6875
5211,43:25:30,25.75
5212,43:26:00,25.6875
5213,43:26:30,25.6875
5214,43:27:00,25.6875
5215,43:27:30,25.6875
5216,43:28:00,25.625
5217,43:28:30,25.625
5218,43:29:00,25.625
5219,43:29:30,25.625
5220,43:30:00,25.625
5221,43:30:30,25.625
5222,43:31:00,25.625
5223,43:31:30,25.625
5224,43:32:00,25.625
5225,43:32:30,25.625
5226,43:33:00,25.625
5227,43:33:30,25.625
5228,43:34:00,25.5625
5229,43:34:30,25.5625
5230,43:35:00,25.5625
5231,43:35:30,25.5625
5232,43:36:00,25.5625
5233,43:36:30,25.5625
5234,43:37:00,25.5
5235,43:37:30,25.5
5236,43:38:00,25.4375
5237,43:38:30,25.375
5238,43:39:00,25.375
5239,43:39:30,25.375
5240,43:40:00,25.375
5241,43:40:30,25.375
5242,43:41:00,25.375
5243,43:41:30,25.375
5244,43:42:00,25.375
5245,43:42:30,25.375
5246,43:43:00,25.3125
5247,43:43:30,25.3125
5248,43:44:00,25.3125
5249,43:44:30,25.3125
5250,43:45:00,25.3125
5251,43:45:30,25.3125
5252,43:46:00,25.3125
5253,43:46:30,25.3125
5254,43:47:00,25.375
5255,43:47:30,25.3125
5256,43:48:00,25.3125
5257,43:48:30,25.3125
5258,43:49:00,25.3125
5259,43:49:30,25.3125
5260,43:50:00,25.3125
5261,43:50:30,25.3125
5262,43:51:00,25.3125
5263,43:51:30,25.25
5264,43:52:00,25.3125
5265,43:52:30,25.25
5266,43:53:00,25.25
5267,43:53:30,25.25
5268,43:54:00,25.25
5269,43:54:30,25.25
5270,43:55:00,25.25
5271,43:55:30,25.25
5272,43:56:00,25.1875
5273,43:56:30,25.1875
5274,43:57:00,25.1875
5275,43:57:30,25.1875
5276,43:58:00,25.1875
5277,43:58:30,25.1875
5278,43:59:00,25.1875
5279,43:59:30,25.1875
5280,44:00:00,25.1875
5281,44:00:30,25.1875
5282,44:01:00,25.1875
5283,44:01:30,25.125
5284,44:02:00,25.125
5285,44:02:30,25.1875
5286,44:03:00,25.125
5287,44:03:30,25.125
5288,44:04:00,25.125
5289,44:04:30,25.125
5290,44:05:00,25.125
5291,44:05:30,25.125
5292,44:06:00,25.125
5293,44:06:30,25.125
5294,44:07:00,25.125
5295,44:07:30,25.0625
5296,44:08:00,25.0625
5297,44:08:30,25.0625
5298,44:09:00,25.0625
5299,44:09:30,25.0625
5300,44:10:00,25.0625
5301,44:10:30,25.0625
5302,44:11:00,25.0625
5303,44:11:30,25.0625
5304,44:12:00,25.0625
5305,44:12:30,25.0
5306,44:13:00,25.0
5307,44:13:30,25.0
5308,44:14:00,25.0
5309,44:14:30,25.0625
5310,44:15:00,25.0
5311,44:15:30,25.0
5312,44:16:00,24.9375
5313,44:16:30,25.0
5314,44:17:00,24.9375
5315,44:17:30,25.0
5316,44:18:00,24.9375
5317,44:18:30,24.9375
5318,44:19:00,24.9375
5319,44:19:30,25.0
5320,44:20:00,24.9375
5321,44:20:30,24.9375
5322,44:21:00,24.9375
5323,44:21:30,24.9375
5324,44:22:00,24.9375
5325,44:22:30,24.9375
5326,44:23:00,24.9375
5327,44:23:30,24.9375
5328,44:24:00,24.875
5329,44:24:30,24.9375
5330,44:25:00,24.875
5331,44:25:30,24.9375
5332,44:26:00,24.9375
5333,44:26:30,24.9375
5334,44:27:00,24.875
5335,44:27:30,24.875
5336,44:28:00,24.8125
5337,44:28:30,24.9375
5338,44:29:00,24.875
5339,44:29:30,24.875
5340,44:30:00,24.875
5341,44:30:30,24.9375
5342,44:31:00,24.875
5343,44:31:30,24.875
5344,44:32:00,24.875
5345,44:32:30,24.875
5346,44:33:00,24.875
5347,44:33:30,24.8125
5348,44:34:00,24.9375
5349,44:34:30,24.875
5350,44:35:00,24.875
5351,44:35:30,24.875
5352,44:36:00,24.8125
5353,44:36:30,24.8125
5354,44:37:00,24.8125
5355,44:37:30,24.8125
5356,44:38:00,24.8125
5357,44:38:30,24.8125
5358,44:39:00,24.8125
5359,44:39:30,24.8125
5360,44:40:00,24.8125
5361,44:40:30,24.8125
5362,44:41:00,24.75
5363,44:41:30,24.8125
5364,44:42:00,24.8125
5365,44:42:30,24.75
5366,44:43:00,24.8125
5367,44:43:30,24.75
5368,44:44:00,24.8125
5369,44:44:30,24.75
5370,44:45:00,24.75
5371,44:45:30,24.8125
5372,44:46:00,24.75
5373,44:46:30,24.75
5374,44:47:00,24.6875
5375,44:47:30,24.75
5376,44:48:00,24.75
5377,44:48:30,24.6875
5378,44:49:00,24.6875
5379,44:49:30,24.6875
5380,44:50:00,24.6875
5381,44:50:30,24.6875
5382,44:51:00,24.6875
5383,44:51:30,24.6875
5384,44:52:00,24.6875
5385,44:52:30,24.6875
5386,44:53:00,24.6875
5387,44:53:30,24.6875
5388,44:54:00,24.6875
5389,44:54:30,24.6875
5390,44:55:00,24.625
5391,44:55:30,24.6875
5392,44:56:00,24.625
5393,44:56:30,24.6875
5394,44:57:00,24.6875
5395,44:57:30,24.6875
5396,44:58:00,24.625
5397,44:58:30,24.6875
5398,44:59:00,24.5625
5399,44:59:30,24.4375
5400,45:00:00,24.375
5401,45:00:30,24.375
5402,45:01:00,24.375
5403,45:01:30,24.4375
5404,45:02:00,24.375
5405,45:02:30,24.375
5406,45:03:00,24.4375
5407,45:03:30,24.375
5408,45:04:00,24.375
5409,45:04:30,24.375
5410,45:05:00,24.375
5411,45:05:30,24.375
5412,45:06:00,24.375
5413,45:06:30,24.375
5414,45:07:00,24.375
5415,45:07:30,24.4375
5416,45:08:00,24.4375
5417,45:08:30,24.4375
5418,45:09:00,24.375
5419,45:09:30,24.4375
5420,45:10:00,24.4375
5421,45:10:30,24.4375
5422,45:11:00,24.4375
5423,45:11:30,24.4375
5424,45:12:00,24.4375
5425,45:12:30,24.4375
5426,45:13:00,24.4375
5427,45:13:30,24.4375
5428,45:14:00,24.375
5429,45:14:30,24.4375
5430,45:15:00,24.4375
5431,45:15:30,24.4375
5432,45:16:00,24.4375
5433,45:16:30,24.4375
5434,45:17:00,24.4375
5435,45:17:30,24.4375
5436,45:18:00,24.4375
5437,45:18:30,24.375
5438,45:19:00,24.4375
5439,45:19:30,24.375
5440,45:20:00,24.375
5441,45:20:30,24.375
5442,45:21:00,24.375
5443,45:21:30,24.375
5444,45:22:00,24.375
5445,45:22:30,24.375
5446,45:23:00,24.375
5447,45:23:30,24.375
5448,45:24:00,24.375
5449,45:24:30,24.375
5450,45:25:00,24.375
5451,45:25:30,24.375
5452,45:26:00,24.3125
5453,45:26:30,24.3125
5454,45:27:00,24.375
5455,45:27:30,24.375
5456,45:28:00,24.4375
5457,45:28:30,24.375
5458,45:29:00,24.375
5459,45:29:30,24.375
5460,45:30:00,24.3125
5461,45:30:30,24.375
5462,45:31:00,24.3125
5463,45:31:30,24.375
5464,45:32:00,24.375
5465,45:32:30,24.375
5466,45:33:00,24.375
5467,45:33:30,24.3125
5468,45:34:00,24.3125
5469,45:34:30,24.375
5470,45:35:00,24.3125
5471,45:35:30,24.3125
5472,45:36:00,24.3125
5473,45:36:30,24.3125
5474,45:37:00,24.3125
5475,45:37:30,24.375
5476,45:38:00,24.3125
5477,45:38:30,24.3125
5478,45:39:00,24.3125
5479,45:39:30,24.3125
5480,45:40:00,24.3125
5481,45:40:30,24.3125
5482,45:41:00,24.3125
5483,45:41:30,24.25
5484,45:42:00,24.3125
5485,45:42:30,24.3125
5486,45:43:00,24.3125
5487,45:43:30,24.3125
5488,45:44:00,24.3125
5489,45:44:30,24.3125
5490,45:45:00,24.3125
5491,45:45:30,24.3125
5492,45:46:00,24.3125
5493,45:46:30,24.3125
5494,45:47:00,24.3125
5495,45:47:30,24.25
5496,45:48:00,24.3125
5497,45:48:30,24.3125
5498,45:49:00,24.3125
5499,45:49:30,24.3125
5500,45:50:00,24.25
5501,45:50:30,24.25
5502,45:51:00,24.3125
5503,45:51:30,24.3125
5504,45:52:00,24.25
5505,45:52:30,24.3125
5506,45:53:00,24.25
5507,45:53:30,24.25
5508,45:54:00,24.25
5509,45:54:30,24.25
5510,45:55:00,24.3125
5511,45:55:30,24.25
5512,45:56:00,24.3125
5513,45:56:30,24.25
5514,45:57:00,24.25
5515,45:57:30,24.25
5516,45:58:00,24.25
5517,45:58:30,24.25
5518,45:59:00,24.25
5519,45:59:30,24.25
5520,46:00:00,24.25
5521,46:00:30,24.25
5522,46:01:00,24.25
5523,46:01:30,24.1875
5524,46:02:00,24.25
5525,46:02:30,24.25
5526,46:03:00,24.25
5527,46:03:30,24.25
5528,46:04:00,24.1875
5529,46:04:30,24.1875
5530,46:05:00,24.1875
5531,46:05:30,24.25
5532,46:06:00,24.25
5533,46:06:30,24.25
5534,46:07:00,24.1875
5535,46:07:30,24.25
5536,46:08:00,24.25
5537,46:08:30,24.1875
5538,46:09:00,24.25
5539,46:09:30,24.1875
5540,46:10:00,24.1875
5541,46:10:30,24.25
5542,46:11:00,24.1875
5543,46:11:30,24.1875
5544,46:12:00,24.1875
5545,46:12:30,24.125
5546,46:13:00,24.1875
5547,46:13:30,24.1875
5548,46:14:00,24.125
5549,46:14:30,24.125
5550,46:15:00,24.1875
5551,46:15:30,24.125
5552,46:16:00,24.125
5553,46:16:30,24.125
5554,46:17:00,24.1875
5555,46:17:30,24.125
5556,46:18:00,24.125
5557,46:18:30,24.125
5558,46:19:00,24.1875
5559,46:19:30,24.125
5560,46:20:00,24.0625
5561,46:20:30,23.8125
5562,46:21:00,23.75
5563,46:21:30,23.8125
5564,46:22:00,23.8125
5565,46:22:30,23.8125
5566,46:23:00,23.8125
5567,46:23:30,23.8125
5568,46:24:00,23.8125
5569,46:24:30,23.8125
5570,46:25:00,23.8125
5571,46:25:30,23.8125
5572,46:26:00,23.8125
5573,46:26:30,23.8125
5574,46:27:00,23.8125
5575,46:27:30,23.875
5576,46:28:00,23.875
5577,46:28:30,23.875
5578,46:29:00,23.9375
5579,46:29:30,23.875
5580,46:30:00,23.9375
5581,46:30:30,23.9375
5582,46:31:00,23.9375
5583,46:31:30,23.9375
5584,46:32:00,23.9375
5585,46:32:30,23.9375
5586,46:33:00,23.9375
5587,46:33:30,23.9375
5588,46:34:00,23.9375
5589,46:34:30,23.9375
5590,46:35:00,23.9375
5591,46:35:30,23.9375
5592,46:36:00,23.9375
5593,46:36:30,23.9375
5594,46:37:00,23.9375
5595,46:37:30,23.875
5596,46:38:00,23.875
5597,46:38:30,23.875
5598,46:39:00,23.9375
5599,46:39:30,23.9375
5600,46:40:00,23.9375
5601,46:40:30,23.875
5602,46:41:00,23.9375
5603,46:41:30,23.9375
5604,46:42:00,23.9375
5605,46:42:30,23.875
5606,46:43:00,23.875
5607,46:43:30,23.9375
5608,46:44:00,23.9375
5609,46:44:30,23.875
5610,46:45:00,23.75
5611,46:45:30,23.5625
5612,46:46:00,23.5625
5613,46:46:30,23.5625
5614,46:47:00,23.625
5615,46:47:30,23.625
5616,46:48:00,23.625
5617,46:48:30,23.625
5618,46:49:00,23.625
5619,46:49:30,23.625
5620,46:50:00,23.625
5621,46:50:30,23.6875
5622,46:51:00,23.625
5623,46:51:30,23.6875
5624,46:52:00,23.75
5625,46:52:30,23.6875
5626,46:53:00,23.75
5627,46:53:30,23.75
5628,46:54:00,23.75
5629,46:54:30,23.6875
5630,46:55:00,23.75
5631,46:55:30,23.75
5632,46:56:00,23.75
5633,46:56:30,23.75
5634,46:57:00,23.75
5635,46:57:30,23.75
5636,46:58:00,23.75
5637,46:58:30,23.8125
5638,46:59:00,23.8125
5639,46:59:30,23.75
5640,47:00:00,23.75
5641,47:00:30,23.75
5642,47:01:00,23.75
5643,47:01:30,23.8125
5644,47:02:00,23.8125
5645,47:02:30,23.75
5646,47:03:00,23.75
5647,47:03:30,23.75
5648,47:04:00,23.8125
5649,47:04:30,23.8125
5650,47:05:00,23.75
5651,47:05:30,23.75
5652,47:06:00,23.8125
5653,47:06:30,23.8125
5654,47:07:00,23.8125
5655,47:07:30,23.75
5656,47:08:00,23.8125
5657,47:08:30,23.8125
5658,47:09:00,23.75
5659,47:09:30,23.8125
5660,47:10:00,23.75
5661,47:10:30,23.75
5662,47:11:00,23.75
5663,47:11:30,23.8125
5664,47:12:00,23.8125
5665,47:12:30,23.75
5666,47:13:00,23.8125
5667,47:13:30,23.8125
5668,47:14:00,23.75
5669,47:14:30,23.75
5670,47:15:00,23.75
5671,47:15:30,23.75
5672,47:16:00,23.75
5673,47:16:30,23.75
5674,47:17:00,23.75
5675,47:17:30,23.8125
5676,47:18:00,23.75
5677,47:18:30,23.75
5678,47:19:00,23.625
5679,47:19:30,23.5
5680,47:20:00,23.4375
5681,47:20:30,23.4375
5682,47:21:00,23.4375
5683,47:21:30,23.4375
5684,47:22:00,23.5
5685,47:22:30,23.4375
5686,47:23:00,23.5
5687,47:23:30,23.5
5688,47:24:00,23.5
5689,47:24:30,23.5
5690,47:25:00,23.5
5691,47:25:30,23.5
5692,47:26:00,23.625
5693,47:26:30,23.625
5694,47:27:00,23.625
5695,47:27:30,23.625
5696,47:28:00,23.625
5697,47:28:30,23.5625
5698,47:29:00,23.625
5699,47:29:30,23.625
5700,47:30:00,23.625
5701,47:30:30,23.625
5702,47:31:00,23.625
5703,47:31:30,23.625
5704,47:32:00,23.625
5705,47:32:30,23.625
5706,47:33:00,23.625
5707,47:33:30,23.625
5708,47:34:00,23.625
5709,47:34:30,23.625
5710,47:35:00,23.625
5711,47:35:30,23.625
5712,47:36:00,23.625
5713,47:36:30,23.625
5714,47:37:00,23.625
5715,47:37:30,23.625
5716,47:38:00,23.625
5717,47:38:30,23.625
5718,47:39:00,23.625
5719,47:39:30,23.5625
5720,47:40:00,23.625
5721,47:40:30,23.5625
5722,47:41:00,23.625
5723,47:41:30,23.625
5724,47:42:00,23.625
5725,47:42:30,23.625
5726,47:43:00,23.5
5727,47:43:30,23.3125
5728,47:44:00,23.3125
5729,47:44:30,23.3125
5730,47:45:00,23.3125
5731,47:45:30,23.375
5732,47:46:00,23.3125
5733,47:46:30,23.375
5734,47:47:00,23.375
5735,47:47:30,23.375
5736,47:48:00,23.375
5737,47:48:30,23.375
5738,47:49:00,23.4375
5739,47:49:30,23.4375
5740,47:50:00,23.5
5741,47:50:30,23.4375
5742,47:51:00,23.5
5743,47:51:30,23.5
5744,47:52:00,23.5
5745,47:52:30,23.5
5746,47:53:00,23.4375
5747,47:53:30,23.5
5748,47:54:00,23.5
5749,47:54:30,23.5
5750,47:55:00,23.5
5751,47:55:30,23.5
5752,47:56:00,23.4375
5753,47:56:30,23.5
5754,47:57:00,23.5
5755,47:57:30,23.5
5756,47:58:00,23.5
5757,47:58:30,23.5
5758,47:59:00,23.5
5759,47:59:30,23.5625
5760,48:00:00,23.5
5761,48:00:30,23.5
5762,48:01:00,23.5
5763,48:01:30,23.4375
5764,48:02:00,23.5625
5765,48:02:30,23.5
5766,48:03:00,23.5625
5767,48:03:30,23.5
5768,48:04:00,23.5
5769,48:04:30,23.5
5770,48:05:00,23.5
5771,48:05:30,23.5
5772,48:06:00,23.5
5773,48:06:30,23.5625
5774,48:07:00,23.5625
5775,48:07:30,23.5
5776,48:08:00,23.5
5777,48:08:30,23.4375
5778,48:09:00,23.5625
5779,48:09:30,23.5
5780,48:10:00,23.5
5781,48:10:30,23.5
5782,48:11:00,23.5625
5783,48:11:30,23.5
5784,48:12:00,23.5
5785,48:12:30,23.5
5786,48:13:00,23.5
5787,48:13:30,23.5
5788,48:14:00,23.5
5789,48:14:30,23.5
5790,48:15:00,23.5
5791,48:15:30,23.5
5792,48:16:00,23.5
5793,48:16:30,23.5
5794,48:17:00,23.5
5795,48:17:30,23.5
5796,48:18:00,23.5625
5797,48:18:30,23.5
5798,48:19:00,23.5
5799,48:19:30,23.5
5800,48:20:00,23.5
5801,48:20:30,23.5
5802,48:21:00,23.5625
5803,48:21:30,23.5
5804,48:22:00,23.5
5805,48:22:30,23.5
5806,48:23:00,23.375
5807,48:23:30,23.1875
5808,48:24:00,23.0625
5809,48:24:30,23.1875
5810,48:25:00,23.1875
5811,48:25:30,23.25
5812,48:26:00,23.1875
5813,48:26:30,23.25
5814,48:27:00,23.25
5815,48:27:30,23.25
5816,48:28:00,23.25
5817,48:28:30,23.3125
5818,48:29:00,23.25
5819,48:29:30,23.3125
5820,48:30:00,23.3125
5821,48:30:30,23.375
5822,48:31:00,23.375
5823,48:31:30,23.375
5824,48:32:00,23.375
5825,48:32:30,23.4375
5826,48:33:00,23.375
5827,48:33:30,23.375
5828,48:34:00,23.4375
5829,48:34:30,23.375
5830,48:35:00,23.375
5831,48:35:30,23.375
5832,48:36:00,23.375
5833,48:36:30,23.375
5834,48:37:00,23.3125
5835,48:37:30,23.375
5836,48:38:00,23.375
5837,48:38:30,23.375
5838,48:39:00,23.375
5839,48:39:30,23.4375
5840,48:40:00,23.4375
5841,48:40:30,23.375
5842,48:41:00,23.4375
5843,48:41:30,23.375
5844,48:42:00,23.4375
5845,48:42:30,23.375
5846,48:43:00,23.375
5847,48:43:30,23.4375
5848,48:44:00,23.375
5849,48:44:30,23.375
5850,48:45:00,23.375
5851,48:45:30,23.4375
5852,48:46:00,23.375
5853,48:46:30,23.375
5854,48:47:00,23.4375
5855,48:47:30,23.375
5856,48:48:00,23.375
5857,48:48:30,23.375
5858,48:49:00,23.375
5859,48:49:30,23.375
5860,48:50:00,23.375
5861,48:50:30,23.375
5862,48:51:00,23.375
5863,48:51:30,23.4375
5864,48:52:00,23.375
5865,48:52:30,23.375
5866,48:53:00,23.375
5867,48:53:30,23.375
5868,48:54:00,23.375
5869,48:54:30,23.375
5870,48:55:00,23.375
5871,48:55:30,23.4375
5872,48:56:00,23.4375
5873,48:56:30,23.375
5874,48:57:00,23.4375
5875,48:57:30,23.4375
5876,48:58:00,23.375
5877,48:58:30,23.4375
5878,48:59:00,23.4375
5879,48:59:30,23.4375
5880,49:00:00,23.375
5881,49:00:30,23.4375
5882,49:01:00,23.4375
5883,49:01:30,23.4375
5884,49:02:00,23.4375
5885,49:02:30,23.375
5886,49:03:00,23.4375
5887,49:03:30,23.4375
5888,49:04:00,23.4375
5889,49:04:30,23.4375
5890,49:05:00,23.4375
5891,49:05:30,23.4375
5892,49:06:00,23.4375
5893,49:06:30,23.4375
5894,49:07:00,23.375
5895,49:07:30,23.375
5896,49:08:00,23.4375
5897,49:08:30,23.4375
5898,49:09:00,23.375
5899,49:09:30,23.4375
5900,49:10:00,23.4375
5901,49:10:30,23.4375
5902,49:11:00,23.4375
5903,49:11:30,23.4375
5904,49:12:00,23.4375
5905,49:12:30,23.4375
5906,49:13:00,23.4375
5907,49:13:30,23.4375
5908,49:14:00,23.4375
5909,49:14:30,23.375
5910,49:15:00,23.375
5911,49:15:30,23.4375
5912,49:16:00,23.4375
5913,49:16:30,23.375
5914,49:17:00,23.4375
5915,49:17:30,23.4375
5916,49:18:00,23.4375
5917,49:18:30,23.4375
5918,49:19:00,23.4375
5919,49:19:30,23.4375
5920,49:20:00,23.375
5921,49:20:30,23.4375
5922,49:21:00,23.375
