Sequence Number,Time (seconds),Temperature (°C)
5923,49:21:30,23.4375
5924,49:22:00,23.4375
5925,49:22:30,23.4375
5926,49:23:00,23.375
5927,49:23:30,23.375
5928,49:24:00,23.4375
5929,49:24:30,23.4375
5930,49:25:00,23.4375
5931,49:25:30,23.4375
5932,49:26:00,23.4375
5933,49:26:30,23.4375
5934,49:27:00,23.4375
5935,49:27:30,23.4375
5936,49:28:00,23.4375
5937,49:28:30,23.25
5938,49:29:00,23.0625
5939,49:29:30,23.0
5940,49:30:00,23.0
5941,49:30:30,23.0625
5942,49:31:00,23.0625
5943,49:31:30,23.0625
5944,49:32:00,23.0625
5945,49:32:30,23.125
5946,49:33:00,23.0625
5947,49:33:30,23.125
5948,49:34:00,23.125
5949,49:34:30,23.125
5950,49:35:00,23.1875
5951,49:35:30,23.1875
5952,49:36:00,23.1875
5953,49:36:30,23.1875
5954,49:37:00,23.25
5955,49:37:30,23.25
5956,49:38:00,23.25
5957,49:38:30,23.25
5958,49:39:00,23.25
5959,49:39:30,23.3125
5960,49:40:00,23.25
5961,49:40:30,23.25
5962,49:41:00,23.25
5963,49:41:30,23.25
5964,49:42:00,23.3125
5965,49:42:30,23.25
5966,49:43:00,23.25
5967,49:43:30,23.25
5968,49:44:00,23.1875
5969,49:44:30,23.25
5970,49:45:00,23.25
5971,49:45:30,23.25
5972,49:46:00,23.1875
5973,49:46:30,23.25
5974,49:47:00,23.25
5975,49:47:30,23.25
5976,49:48:00,23.25
5977,49:48:30,23.3125
5978,49:49:00,23.25
5979,49:49:30,23.25
5980,49:50:00,23.25
5981,49:50:30,23.25
5982,49:51:00,23.25
5983,49:51:30,23.25
5984,49:52:00,23.3125
5985,49:52:30,23.3125
5986,49:53:00,23.3125
5987,49:53:30,23.3125
5988,49:54:00,23.25
5989,49:54:30,23.3125
5990,49:55:00,23.25
5991,49:55:30,23.1875
5992,49:56:00,23.25
5993,49:56:30,23.25
5994,49:57:00,23.25
5995,49:57:30,23.25
5996,49:58:00,23.25
5997,49:58:30,23.25
5998,49:59:00,23.25
5999,49:59:30,23.25
6000,50:00:00,23.25
6001,50:00:30,23.25
6002,50:01:00,23.25
6003,50:01:30,23.25
6004,50:02:00,23.25
6005,50:02:30,23.25
6006,50:03:00,23.25
6007,50:03:30,23.25
6008,50:04:00,23.25
6009,50:04:30,23.1875
6010,50:05:00,23.25
6011,50:05:30,23.25
6012,50:06:00,23.25
6013,50:06:30,23.25
6014,50:07:00,23.25
6015,50:07:30,23.25
6016,50:08:00,23.25
6017,50:08:30,23.25
6018,50:09:00,23.25
6019,50:09:30,23.25
6020,50:10:00,23.25
6021,50:10:30,23.25
6022,50:11:00,23.25
6023,50:11:30,23.3125
6024,50:12:00,23.25
6025,50:12:30,23.25
6026,50:13:00,23.3125
6027,50:13:30,23.3125
6028,50:14:00,23.25
6029,50:14:30,23.25
6030,50:15:00,23.1875
6031,50:15:30,23.25
6032,50:16:00,23.25
6033,50:16:30,23.3125
6034,50:17:00,23.3125
6035,50:17:30,23.25
6036,50:18:00,23.25
6037,50:18:30,23.25
6038,50:19:00,23.25
6039,50:19:30,23.25
6040,50:20:00,23.25
6041,50:20:30,23.25
6042,50:21:00,23.25
6043,50:21:30,23.0625
6044,50:22:00,22.8125
6045,50:22:30,22.8125
6046,50:23:00,22.8125
6047,50:23:30,22.8125
6048,50:24:00,22.875
6049,50:24:30,22.875
6050,50:25:00,22.875
6051,50:25:30,22.875
6052,50:26:00,22.875
6053,50:26:30,22.875
6054,50:27:00,22.9375
6055,50:27:30,22.875
6056,50:28:00,22.875
6057,50:28:30,22.875
6058,50:29:00,22.9375
6059,50:29:30,23.0
6060,50:30:00,23.0
6061,50:30:30,23.0
6062,50:31:00,23.0625
6063,50:31:30,23.0625
6064,50:32:00,23.0625
6065,50:32:30,23.0625
6066,50:33:00,23.0625
6067,50:33:30,23.0625
6068,50:34:00,23.0625
6069,50:34:30,23.0625
6070,50:35:00,23.0
6071,50:35:30,23.0625
6072,50:36:00,23.0625
6073,50:36:30,23.0625
6074,50:37:00,23.0625
6075,50:37:30,23.0625
6076,50:38:00,23.125
6077,50:38:30,23.0625
6078,50:39:00,23.0625
6079,50:39:30,23.0625
6080,50:40:00,23.125
6081,50:40:30,23.125
6082,50:41:00,23.0625
6083,50:41:30,23.0625
6084,50:42:00,23.0625
6085,50:42:30,23.0625
6086,50:43:00,23.0625
6087,50:43:30,23.125
6088,50:44:00,23.125
6089,50:44:30,23.0625
6090,50:45:00,23.125
6091,50:45:30,23.125
6092,50:46:00,23.125
6093,50:46:30,23.125
6094,50:47:00,23.125
6095,50:47:30,23.125
6096,50:48:00,23.125
6097,50:48:30,23.125
6098,50:49:00,23.125
6099,50:49:30,23.125
6100,50:50:00,23.125
6101,50:50:30,23.125
6102,50:51:00,23.125
6103,50:51:30,23.125
6104,50:52:00,23.0625
6105,50:52:30,23.125
6106,50:53:00,23.125
6107,50:53:30,23.125
6108,50:54:00,23.125
6109,50:54:30,23.1875
6110,50:55:00,23.0625
6111,50:55:30,23.0625
6112,50:56:00,23.0625
6113,50:56:30,23.125
6114,50:57:00,23.0625
6115,50:57:30,23.125
6116,50:58:00,23.0625
6117,50:58:30,23.125
6118,50:59:00,23.125
6119,50:59:30,23.125
6120,51:00:00,23.125
6121,51:00:30,23.125
6122,51:01:00,23.125
6123,51:01:30,23.125
6124,51:02:00,23.125
6125,51:02:30,23.125
6126,51:03:00,23.125
6127,51:03:30,23.125
6128,51:04:00,23.0625
6129,51:04:30,23.125
6130,51:05:00,23.125
6131,51:05:30,23.125
6132,51:06:00,23.125
6133,51:06:30,23.125
6134,51:07:00,23.125
6135,51:07:30,23.125
6136,51:08:00,23.125
6137,51:08:30,23.125
6138,51:09:00,23.125
6139,51:09:30,23.125
6140,51:10:00,23.125
6141,51:10:30,23.125
6142,51:11:00,23.125
6144,51:12:00,23.125
6145,51:12:30,23.125
6146,51:13:00,23.125
6147,51:13:30,23.125
6148,51:14:00,23.125
6149,51:14:30,23.125
6150,51:15:00,23.125
6151,51:15:30,23.125
6152,51:16:00,23.125
6153,51:16:30,23.125
6154,51:17:00,23.125
6155,51:17:30,23.125
6156,51:18:00,23.125
6157,51:18:30,23.125
6158,51:19:00,23.125
6159,51:19:30,23.125
6160,51:20:00,23.0625
6161,51:20:30,23.125
6162,51:21:00,23.125
6163,51:21:30,23.1875
6164,51:22:00,23.125
6165,51:22:30,23.125
6166,51:23:00,23.125
6167,51:23:30,23.125
6168,51:24:00,23.125
6169,51:24:30,23.125
6170,51:25:00,23.0625
6171,51:25:30,23.125
6172,51:26:00,23.125
6173,51:26:30,23.125
6174,51:27:00,23.1875
6175,51:27:30,23.125
6176,51:28:00,23.1875
6177,51:28:30,23.125
6178,51:29:00,23.125
6179,51:29:30,23.125
6180,51:30:00,23.1875
6181,51:30:30,23.1875
6182,51:31:00,23.125
6183,51:31:30,23.125
6184,51:32:00,23.125
6185,51:32:30,23.125
6186,51:33:00,23.125
6187,51:33:30,23.125
6188,51:34:00,23.125
6189,51:34:30,23.0625
6190,51:35:00,23.125
6191,51:35:30,23.125
6192,51:36:00,23.125
6193,51:36:30,23.0
6194,51:37:00,22.75
6195,51:37:30,22.625
6196,51:38:00,22.6875
6197,51:38:30,22.6875
6198,51:39:00,22.75
6199,51:39:30,22.75
6200,51:40:00,22.75
6201,51:40:30,22.75
6202,51:41:00,22.75
6203,51:41:30,22.8125
6204,51:42:00,22.75
6205,51:42:30,22.8125
6206,51:43:00,22.875
6207,51:43:30,22.9375
6208,51:44:00,22.9375
6209,51:44:30,22.9375
6210,51:45:00,22.9375
6211,51:45:30,22.9375
6212,51:46:00,22.9375
6213,51:46:30,22.9375
6214,51:47:00,22.9375
6215,51:47:30,22.9375
6216,51:48:00,22.9375
6217,51:48:30,22.9375
6218,51:49:00,23.0
6219,51:49:30,22.9375
6220,51:50:00,22.9375
6221,51:50:30,22.9375
6222,51:51:00,22.9375
6223,51:51:30,22.9375
6224,51:52:00,22.9375
6225,51:52:30,22.875
6226,51:53:00,22.9375
6227,51:53:30,22.9375
6228,51:54:00,23.0
6229,51:54:30,22.9375
6230,51:55:00,22.9375
6231,51:55:30,22.9375
6232,51:56:00,22.9375
6233,51:56:30,23.0
6234,51:57:00,22.9375
6235,51:57:30,22.9375
6236,51:58:00,23.0
6237,51:58:30,22.9375
6238,51:59:00,22.9375
6239,51:59:30,22.9375
6240,52:00:00,23.0
6241,52:00:30,23.0
6242,52:01:00,22.9375
6243,52:01:30,22.9375
6244,52:02:00,22.9375
6245,52:02:30,23.0
6246,52:03:00,23.0
6247,52:03:30,23.0
6248,52:04:00,23.0
6249,52:04:30,22.9375
6250,52:05:00,22.9375
6251,52:05:30,23.0
6252,52:06:00,23.0
6253,52:06:30,23.0
6254,52:07:00,23.0
6255,52:07:30,22.9375
6256,52:08:00,22.9375
6257,52:08:30,22.9375
6258,52:09:00,23.0
6259,52:09:30,22.9375
6260,52:10:00,23.0
6261,52:10:30,22.9375
6262,52:11:00,22.9375
6263,52:11:30,22.9375
6264,52:12:00,23.0
6265,52:12:30,23.0
6266,52:13:00,23.0
6267,52:13:30,23.0
6268,52:14:00,23.0
6269,52:14:30,22.9375
6270,52:15:00,22.9375
6271,52:15:30,23.0
6272,52:16:00,22.9375
6273,52:16:30,22.9375
6274,52:17:00,23.0
6275,52:17:30,23.0
6276,52:18:00,23.0
6277,52:18:30,23.0
6278,52:19:00,23.0
6279,52:19:30,22.9375
6280,52:20:00,23.0
6281,52:20:30,23.0
6282,52:21:00,23.0
6283,52:21:30,23.0
6284,52:22:00,22.9375
6285,52:22:30,22.6875
6286,52:23:00,22.5
6287,52:23:30,22.5
6288,52:24:00,22.5625
6289,52:24:30,22.625
6290,52:25:00,22.625
6291,52:25:30,22.5625
6292,52:26:00,22.625
6293,52:26:30,22.625
6294,52:27:00,22.625
6295,52:27:30,22.625
6296,52:28:00,22.625
6297,52:28:30,22.625
6298,52:29:00,22.625
6299,52:29:30,22.625
6300,52:30:00,22.6875
6301,52:30:30,22.6875
6302,52:31:00,22.75
6303,52:31:30,22.8125
6304,52:32:00,22.8125
6305,52:32:30,22.8125
6306,52:33:00,22.8125
6307,52:33:30,22.8125
6308,52:34:00,22.8125
6309,52:34:30,22.875
6310,52:35:00,22.875
6311,52:35:30,22.875
6312,52:36:00,22.8125
6313,52:36:30,22.875
6314,52:37:00,22.875
6315,52:37:30,22.875
6316,52:38:00,22.875
6317,52:38:30,22.875
6318,52:39:00,22.875
6319,52:39:30,22.875
6320,52:40:00,22.875
6321,52:40:30,22.875
6322,52:41:00,22.875
6323,52:41:30,22.875
6324,52:42:00,22.875
6325,52:42:30,22.875
6326,52:43:00,22.9375
6327,52:43:30,22.875
6328,52:44:00,22.875
6329,52:44:30,22.875
6330,52:45:00,22.875
6331,52:45:30,22.875
6332,52:46:00,22.875
6333,52:46:30,22.875
6334,52:47:00,22.875
6335,52:47:30,22.875
6336,52:48:00,22.875
6337,52:48:30,22.875
6338,52:49:00,22.875
6339,52:49:30,22.875
6340,52:50:00,22.9375
6341,52:50:30,22.875
6342,52:51:00,22.9375
6343,52:51:30,22.875
6344,52:52:00,22.9375
6345,52:52:30,22.875
6346,52:53:00,22.875
6347,52:53:30,22.875
6348,52:54:00,22.8125
6349,52:54:30,22.8125
6350,52:55:00,22.875
6351,52:55:30,22.875
6352,52:56:00,22.9375
6353,52:56:30,22.875
6354,52:57:00,22.875
6355,52:57:30,22.875
6356,52:58:00,22.9375
6357,52:58:30,22.9375
6358,52:59:00,22.9375
6359,52:59:30,22.9375
6360,53:00:00,22.9375
6361,53:00:30,22.9375
6362,53:01:00,22.9375
6363,53:01:30,22.9375
6364,53:02:00,22.9375
6365,53:02:30,22.875
6366,53:03:00,22.9375
6367,53:03:30,22.9375
6368,53:04:00,22.9375
6369,53:04:30,22.9375
6370,53:05:00,22.9375
6371,53:05:30,23.0
6372,53:06:00,23.0
6373,53:06:30,22.9375
6374,53:07:00,23.0
6375,53:07:30,22.9375
6376,53:08:00,22.9375
6377,53:08:30,22.9375
6378,53:09:00,22.9375
6379,53:09:30,23.0
6380,53:10:00,23.0
6381,53:10:30,23.0
6382,53:11:00,23.0
6383,53:11:30,23.0
6384,53:12:00,23.0
6385,53:12:30,22.9375
6386,53:13:00,23.0
6387,53:13:30,23.0
6388,53:14:00,23.0
6389,53:14:30,22.9375
6390,53:15:00,22.9375
6391,53:15:30,23.0
6392,53:16:00,23.0
6393,53:16:30,23.0
6394,53:17:00,23.0
6395,53:17:30,23.0
6396,53:18:00,23.0
6397,53:18:30,23.0
6398,53:19:00,23.0
6399,53:19:30,23.0
6400,53:20:00,23.0
6401,53:20:30,23.0
6402,53:21:00,23.0
6403,53:21:30,23.0
6404,53:22:00,23.0
6405,53:22:30,23.0
6406,53:23:00,23.0
6407,53:23:30,23.0
6408,53:24:00,23.0
6409,53:24:30,23.0
6410,53:25:00,23.0
6411,53:25:30,23.0
6412,53:26:00,23.0625
6413,53:26:30,23.0
6414,53:27:00,23.0
6415,53:27:30,22.9375
6416,53:28:00,23.0
6417,53:28:30,23.0
6418,53:29:00,22.9375
6419,53:29:30,23.0
6420,53:30:00,23.0
6421,53:30:30,22.9375
6422,53:31:00,23.0
6423,53:31:30,23.0
6424,53:32:00,23.0
6425,53:32:30,23.0
6426,53:33:00,23.0
6427,53:33:30,23.0
6428,53:34:00,23.0
6429,53:34:30,23.0
6430,53:35:00,23.0625
6431,53:35:30,23.0625
6432,53:36:00,23.0
6433,53:36:30,23.0
6434,53:37:00,23.0
6435,53:37:30,23.0
6436,53:38:00,23.0
6437,53:38:30,23.0625
6438,53:39:00,23.0
6439,53:39:30,23.0625
6440,53:40:00,23.0
6441,53:40:30,23.0
6442,53:41:00,23.0
6443,53:41:30,23.0
6444,53:42:00,23.0625
6445,53:42:30,23.0625
6446,53:43:00,23.0
6447,53:43:30,23.0625
6448,53:44:00,23.0625
6449,53:44:30,23.0
6450,53:45:00,23.0
6451,53:45:30,23.0625
6452,53:46:00,23.0625
6453,53:46:30,23.0
6454,53:47:00,23.0
6455,53:47:30,23.0625
6456,53:48:00,23.0625
6457,53:48:30,23.0625
6458,53:49:00,23.0625
6459,53:49:30,23.0625
6460,53:50:00,23.0625
6461,53:50:30,23.0625
6462,53:51:00,23.0
6463,53:51:30,23.0
6464,53:52:00,23.0625
6465,53:52:30,22.9375
6466,53:53:00,23.0
6467,53:53:30,23.0
6468,53:54:00,23.0
6469,53:54:30,23.0625
6470,53:55:00,23.0
6471,53:55:30,23.0625
6472,53:56:00,23.0
6473,53:56:30,23.0625
6474,53:57:00,23.0
6475,53:57:30,23.0625
6476,53:58:00,23.0
6477,53:58:30,23.0
6478,53:59:00,23.0625
6479,53:59:30,23.0625
6480,54:00:00,23.0625
6481,54:00:30,23.0625
6482,54:01:00,23.0625
6483,54:01:30,23.0625
6484,54:02:00,23.0625
6485,54:02:30,23.0
6486,54:03:00,23.0625
6487,54:03:30,23.0625
6488,54:04:00,23.0625
6489,54:04:30,23.0
6490,54:05:00,23.0625
6491,54:05:30,23.0625
6492,54:06:00,23.0625
6493,54:06:30,23.0625
6494,54:07:00,23.0625
6495,54:07:30,23.0625
6496,54:08:00,23.0625
6497,54:08:30,23.125
6498,54:09:00,23.125
6499,54:09:30,23.0625
6500,54:10:00,23.0625
6501,54:10:30,23.125
6502,54:11:00,23.0625
6503,54:11:30,23.0625
6504,54:12:00,23.0625
6505,54:12:30,23.125
6506,54:13:00,23.125
6507,54:13:30,23.0625
6508,54:14:00,23.125
6509,54:14:30,23.125
6510,54:15:00,23.125
6511,54:15:30,23.125
6512,54:16:00,23.125
6513,54:16:30,23.0625
6514,54:17:00,23.125
6515,54:17:30,23.0625
6516,54:18:00,23.125
6517,54:18:30,23.0625
6518,54:19:00,23.125
6519,54:19:30,23.125
6520,54:20:00,23.125
6521,54:20:30,23.0625
6522,54:21:00,23.0625
6523,54:21:30,23.125
6524,54:22:00,23.125
6525,54:22:30,23.125
6526,54:23:00,23.125
6527,54:23:30,23.125
6528,54:24:00,23.125
6529,54:24:30,23.125
6530,54:25:00,23.125
6531,54:25:30,23.125
6532,54:26:00,23.125
6533,54:26:30,23.125
6534,54:27:00,23.1875
6535,54:27:30,23.125
6536,54:28:00,23.1875
6537,54:28:30,23.125
6538,54:29:00,23.125
6539,54:29:30,23.125
6540,54:30:00,23.125
6541,54:30:30,23.125
6542,54:31:00,23.1875
6543,54:31:30,23.125
6544,54:32:00,23.125
6545,54:32:30,23.125
6546,54:33:00,23.125
6547,54:33:30,23.0625
6548,54:34:00,23.125
6549,54:34:30,23.125
6550,54:35:00,23.125
6551,54:35:30,23.0625
6552,54:36:00,23.125
6553,54:36:30,23.125
6554,54:37:00,23.1875
6555,54:37:30,23.125
6556,54:38:00,23.1875
6557,54:38:30,23.125
6558,54:39:00,23.125
6559,54:39:30,23.1875
6560,54:40:00,23.125
6561,54:40:30,23.125
6562,54:41:00,23.0625
6563,54:41:30,23.125
6564,54:42:00,23.125
6565,54:42:30,23.125
6566,54:43:00,23.125
6567,54:43:30,23.125
6568,54:44:00,23.125
6569,54:44:30,23.125
6570,54:45:00,23.0625
6571,54:45:30,23.125
6572,54:46:00,23.125
6573,54:46:30,23.125
6574,54:47:00,23.125
6575,54:47:30,23.125
6576,54:48:00,23.125
6577,54:48:30,23.125
6578,54:49:00,23.1875
6579,54:49:30,23.125
6580,54:50:00,23.0625
6581,54:50:30,23.125
6582,54:51:00,23.125
6583,54:51:30,23.125
6584,54:52:00,23.125
6585,54:52:30,23.125
6586,54:53:00,23.1875
6587,54:53:30,23.125
6588,54:54:00,23.1875
6589,54:54:30,23.0625
6590,54:55:00,23.125
6591,54:55:30,23.125
6592,54:56:00,23.125
6593,54:56:30,23.125
6594,54:57:00,23.125
6595,54:57:30,23.125
6596,54:58:00,23.125
6597,54:58:30,23.125
6598,54:59:00,23.1875
6599,54:59:30,23.125
6600,55:00:00,23.125
6601,55:00:30,23.125
6602,55:01:00,23.1875
6603,55:01:30,23.125
6604,55:02:00,23.125
6605,55:02:30,23.1875
6606,55:03:00,23.125
6607,55:03:30,23.1875
6608,55:04:00,23.1875
6609,55:04:30,23.125
6610,55:05:00,23.1875
6611,55:05:30,23.1875
6612,55:06:00,23.1875
6613,55:06:30,23.1875
6614,55:07:00,23.1875
6615,55:07:30,23.125
6616,55:08:00,23.125
6617,55:08:30,23.125
6618,55:09:00,23.125
6619,55:09:30,23.1875
6620,55:10:00,23.125
6621,55:10:30,23.1875
6622,55:11:00,23.125
6623,55:11:30,23.1875
6624,55:12:00,23.125
6625,55:12:30,23.125
6626,55:13:00,23.125
6627,55:13:30,23.1875
6628,55:14:00,23.125
6629,55:14:30,23.125
6630,55:15:00,23.125
6631,55:15:30,23.1875
6632,55:16:00,23.125
6633,55:16:30,23.125
6634,55:17:00,23.125
6635,55:17:30,23.125
6636,55:18:00,23.125
6637,55:18:30,23.1875
6638,55:19:00,23.1875
6639,55:19:30,23.125
6640,55:20:00,23.125
6641,55:20:30,23.1875
6642,55:21:00,23.125
6643,55:21:30,23.125
6644,55:22:00,23.125
6645,55:22:30,23.125
6646,55:23:00,23.125
6647,55:23:30,23.1875
6648,55:24:00,23.125
6649,55:24:30,23.125
6650,55:25:00,23.1875
6651,55:25:30,23.1875
6652,55:26:00,23.125
6653,55:26:30,23.125
6654,55:27:00,23.125
6655,55:27:30,23.1875
6656,55:28:00,23.1875
6657,55:28:30,23.125
6658,55:29:00,23.1875
6659,55:29:30,23.1875
6660,55:30:00,23.1875
6661,55:30:30,23.125
6662,55:31:00,23.125
6663,55:31:30,23.125
6664,55:32:00,23.125
6665,55:32:30,23.125
6666,55:33:00,23.125
6667,55:33:30,23.125
6668,55:34:00,23.125
6669,55:34:30,23.125
6670,55:35:00,23.125
6671,55:35:30,23.125
6672,55:36:00,23.125
6673,55:36:30,23.1875
6674,55:37:00,23.125
6675,55:37:30,23.125
6676,55:38:00,23.125
6677,55:38:30,23.125
6678,55:39:00,23.125
6679,55:39:30,23.125
6680,55:40:00,23.125
6681,55:40:30,23.125
6682,55:41:00,23.125
6683,55:41:30,23.1875
6684,55:42:00,23.1875
6685,55:42:30,23.125
6686,55:43:00,23.125
6687,55:43:30,23.0625
6688,55:44:00,23.0625
6689,55:44:30,23.125
6690,55:45:00,23.0625
6691,55:45:30,23.125
6692,55:46:00,23.125
6693,55:46:30,23.125
6694,55:47:00,23.0625
6695,55:47:30,23.0625
6696,55:48:00,23.0625
6697,55:48:30,23.125
6698,55:49:00,23.125
6699,55:49:30,23.125
6700,55:50:00,23.125
6701,55:50:30,23.125
6702,55:51:00,23.125
6703,55:51:30,23.125
6704,55:52:00,23.125
6705,55:52:30,23.125
6706,55:53:00,23.1875
6707,55:53:30,23.1875
6708,55:54:00,23.125
6709,55:54:30,23.125
6710,55:55:00,23.1875
6711,55:55:30,23.1875
6712,55:56:00,23.0625
6713,55:56:30,23.125
6714,55:57:00,23.125
6715,55:57:30,23.0625
6716,55:58:00,23.125
6717,55:58:30,23.125
6718,55:59:00,23.0625
6719,55:59:30,23.125
6720,56:00:00,23.125
6721,56:00:30,23.125
6722,56:01:00,23.125
6723,56:01:30,23.0625
6724,56:02:00,23.1875
6725,56:02:30,23.125
6726,56:03:00,23.125
6727,56:03:30,23.125
6728,56:04:00,23.125
6729,56:04:30,23.125
6730,56:05:00,23.125
6731,56:05:30,23.125
6732,56:06:00,23.125
6733,56:06:30,23.0625
6734,56:07:00,23.125
6735,56:07:30,23.125
6736,56:08:00,23.125
6737,56:08:30,23.125
6738,56:09:00,23.125
6739,56:09:30,23.125
6740,56:10:00,23.1875
6741,56:10:30,23.125
6742,56:11:00,23.125
6743,56:11:30,23.0625
6744,56:12:00,23.0625
6745,56:12:30,23.125
6746,56:13:00,23.125
6747,56:13:30,23.125
6748,56:14:00,23.125
6749,56:14:30,23.125
6750,56:15:00,23.125
6751,56:15:30,23.0625
6752,56:16:00,23.125
6753,56:16:30,23.125
6754,56:17:00,23.125
6755,56:17:30,23.0625
6756,56:18:00,23.125
6757,56:18:30,23.125
6758,56:19:00,23.125
6759,56:19:30,23.125
6760,56:20:00,23.125
6761,56:20:30,23.125
6762,56:21:00,23.125
6763,56:21:30,23.125
6764,56:22:00,23.125
6765,56:22:30,23.125
6766,56:23:00,23.0625
6767,56:23:30,23.0625
6768,56:24:00,23.125
6769,56:24:30,23.125
6770,56:25:00,23.125
6771,56:25:30,23.125
6772,56:26:00,23.0625
6773,56:26:30,23.125
6774,56:27:00,23.0625
6775,56:27:30,23.0
6776,56:28:00,23.0625
6777,56:28:30,23.125
6778,56:29:00,23.0625
6779,56:29:30,23.0625
6780,56:30:00,23.0625
6781,56:30:30,23.125
6782,56:31:00,23.0625
6783,56:31:30,23.125
6784,56:32:00,23.125
6785,56:32:30,23.125
6786,56:33:00,23.125
6787,56:33:30,23.125
6788,56:34:00,23.0625
6789,56:34:30,23.125
6790,56:35:00,23.125
6791,56:35:30,23.125
6792,56:36:00,23.125
6793,56:36:30,23.125
6794,56:37:00,23.0625
6795,56:37:30,23.0625
6796,56:38:00,23.125
6797,56:38:30,23.125
6798,56:39:00,23.125
6799,56:39:30,23.125
6800,56:40:00,23.125
6801,56:40:30,23.125
6802,56:41:00,23.125
6803,56:41:30,23.125
6804,56:42:00,23.125
6805,56:42:30,23.125
6806,56:43:00,23.125
6807,56:43:30,23.125
6808,56:44:00,23.125
6809,56:44:30,23.125
6810,56:45:00,23.0625
6811,56:45:30,23.0625
6812,56:46:00,23.0625
6813,56:46:30,23.0625
6814,56:47:00,23.0625
6815,56:47:30,23.125
6816,56:48:00,23.0625
6817,56:48:30,23.0625
6818,56:49:00,23.0625
6819,56:49:30,23.125
6820,56:50:00,23.0625
6821,56:50:30,23.125
6822,56:51:00,23.125
6823,56:51:30,23.125
6824,56:52:00,23.125
6825,56:52:30,23.125
6826,56:53:00,23.125
6827,56:53:30,23.125
6828,56:54:00,23.125
6829,56:54:30,23.125
6830,56:55:00,23.125
6831,56:55:30,23.125
6832,56:56:00,23.125
6833,56:56:30,23.125
6834,56:57:00,23.125
6835,56:57:30,23.125
6836,56:58:00,23.1875
6837,56:58:30,23.125
6838,56:59:00,23.1875
6839,56:59:30,23.125
6840,57:00:00,23.125
6841,57:00:30,23.125
6842,57:01:00,23.125
6843,57:01:30,23.125
6844,57:02:00,23.125
6845,57:02:30,23.0625
6846,57:03:00,23.125
6847,57:03:30,23.125
6848,57:04:00,23.125
6849,57:04:30,23.125
6850,57:05:00,23.125
6851,57:05:30,23.125
6852,57:06:00,23.125
6853,57:06:30,23.125
6854,57:07:00,23.0
6855,57:07:30,23.125
6856,57:08:00,23.125
6857,57:08:30,23.0625
6858,57:09:00,23.125
6859,57:09:30,23.125
6860,57:10:00,23.125
6861,57:10:30,23.0625
6862,57:11:00,23.125
6863,57:11:30,23.1875
6864,57:12:00,23.125
6865,57:12:30,23.125
6866,57:13:00,23.125
6867,57:13:30,23.0625
6868,57:14:00,23.125
6869,57:14:30,23.0625
6870,57:15:00,23.125
6871,57:15:30,23.125
6872,57:16:00,23.125
6873,57:16:30,23.125
6874,57:17:00,23.125
6875,57:17:30,23.0625
6876,57:18:00,23.125
6877,57:18:30,23.125
6878,57:19:00,23.125
6879,57:19:30,23.125
6880,57:20:00,23.125
6881,57:20:30,23.0625
6882,57:21:00,23.0625
6883,57:21:30,23.125
6884,57:22:00,23.125
6885,57:22:30,23.125
6886,57:23:00,23.125
6887,57:23:30,23.125
6888,57:24:00,23.125
6889,57:24:30,23.0625
6890,57:25:00,23.125
6891,57:25:30,23.125
6892,57:26:00,23.125
6893,57:26:30,23.125
6894,57:27:00,23.125
6895,57:27:30,23.1875
6896,57:28:00,23.125
6897,57:28:30,23.125
6898,57:29:00,23.125
6899,57:29:30,23.1875
6900,57:30:00,23.125
6901,57:30:30,23.125
6902,57:31:00,23.125
6903,57:31:30,23.125
6904,57:32:00,23.125
6905,57:32:30,23.125
6906,57:33:00,23.125
6907,57:33:30,23.125
6908,57:34:00,23.125
6909,57:34:30,23.125
6910,57:35:00,23.0625
6911,57:35:30,23.0625
6912,57:36:00,23.0625
6913,57:36:30,23.125
6914,57:37:00,23.125
6915,57:37:30,23.125
6916,57:38:00,23.125
6917,57:38:30,23.0625
6918,57:39:00,23.125
6919,57:39:30,23.125
6920,57:40:00,23.0625
6921,57:40:30,23.125
6922,57:41:00,23.125
6923,57:41:30,23.0625
6924,57:42:00,23.125
6925,57:42:30,23.125
6926,57:43:00,23.125
6927,57:43:30,23.125
6928,57:44:00,23.125
6929,57:44:30,23.125
6930,57:45:00,23.0625
6931,57:45:30,23.0625
6932,57:46:00,23.125
6933,57:46:30,23.0625
6934,57:47:00,23.125
6935,57:47:30,23.125
6936,57:48:00,23.0625
6937,57:48:30,23.0625
6938,57:49:00,23.0625
6939,57:49:30,23.125
6940,57:50:00,23.0625
6941,57:50:30,23.0625
6942,57:51:00,23.0625
6943,57:51:30,23.125
6944,57:52:00,23.0625
6945,57:52:30,23.0
6946,57:53:00,23.0625
6947,57:53:30,23.125
6948,57:54:00,23.0625
6949,57:54:30,23.125
6950,57:55:00,23.0625
6951,57:55:30,23.0625
6952,57:56:00,23.0625
6953,57:56:30,23.0625
6954,57:57:00,23.125
6955,57:57:30,23.0
6956,57:58:00,23.0625
6957,57:58:30,23.0625
6958,57:59:00,23.0625
6959,57:59:30,23.0625
6960,58:00:00,23.0625
6961,58:00:30,23.0625
6962,58:01:00,23.0
6963,58:01:30,23.0625
6964,58:02:00,23.0625
6965,58:02:30,23.0
6966,58:03:00,23.0
6967,58:03:30,23.0625
6968,58:04:00,23.0625
6969,58:04:30,23.0625
6970,58:05:00,23.0
